species,year,n_seasons,annual_anomaly,tmin_used,tmax_used
CLEARNOSE SKATE,1986,2,12.83814927673518,7.3,22.602000000000004
CLEARNOSE SKATE,1987,2,-3.301346125799739,7.3,22.602000000000004
CLEARNOSE SKATE,1988,2,-0.24083086455742375,7.3,22.602000000000004
CLEARNOSE SKATE,1989,2,0.6400128626237489,7.3,22.602000000000004
CLEARNOSE SKATE,1990,2,22.025527234736217,7.3,22.602000000000004
CLEARNOSE SKATE,1991,2,18.642555915197846,7.3,22.602000000000004
CLEARNOSE SKATE,1992,2,24.071063253387464,7.3,22.602000000000004
CLEARNOSE SKATE,1993,2,-23.87132392033506,7.3,22.602000000000004
CLEARNOSE SKATE,1994,2,-14.087845763281798,7.3,22.602000000000004
CLEARNOSE SKATE,1995,2,7.338095876500844,7.3,22.602000000000004
CLEARNOSE SKATE,1996,2,-20.61255648636135,7.3,22.602000000000004
CLEARNOSE SKATE,1997,2,25.017357748205143,7.3,22.602000000000004
CLEARNOSE SKATE,1998,2,1.0794269715050149,7.3,22.602000000000004
CLEARNOSE SKATE,1999,2,1.1937995965044195,7.3,22.602000000000004
CLEARNOSE SKATE,2000,2,18.040429766266143,7.3,22.602000000000004
CLEARNOSE SKATE,2001,2,-5.970742377430227,7.3,22.602000000000004
CLEARNOSE SKATE,2002,2,22.166336481291665,7.3,22.602000000000004
CLEARNOSE SKATE,2003,2,2.332565472603008,7.3,22.602000000000004
CLEARNOSE SKATE,2004,2,-36.756022162690584,7.3,22.602000000000004
CLEARNOSE SKATE,2005,2,-19.944201472997378,7.3,22.602000000000004
CLEARNOSE SKATE,2006,2,22.16396564335038,7.3,22.602000000000004
CLEARNOSE SKATE,2007,2,6.759207145859051,7.3,22.602000000000004
CLEARNOSE SKATE,2008,2,23.877896642938637,7.3,22.602000000000004
CLEARNOSE SKATE,2009,2,5.100735491343158,7.3,22.602000000000004
CLEARNOSE SKATE,2010,2,-23.34508813786359,7.3,22.602000000000004
CLEARNOSE SKATE,2011,2,16.824761611367464,7.3,22.602000000000004
CLEARNOSE SKATE,2012,2,22.794847321380104,7.3,22.602000000000004
CLEARNOSE SKATE,2013,2,4.5702657033885,7.3,22.602000000000004
CLEARNOSE SKATE,2014,2,1.0687392498751365,7.3,22.602000000000004
CLEARNOSE SKATE,2015,2,1.086917167047119,7.3,22.602000000000004
CLEARNOSE SKATE,2016,2,18.209228837342494,7.3,22.602000000000004
CLEARNOSE SKATE,2017,2,22.75536712341146,7.3,22.602000000000004
CLEARNOSE SKATE,2018,2,1.5599160063547828,7.3,22.602000000000004
CLEARNOSE SKATE,2019,2,-14.151152500809388,7.3,22.602000000000004
CLEARNOSE SKATE,2020,2,23.719494968076944,7.3,22.602000000000004
CLEARNOSE SKATE,2022,2,12.288531487002587,7.3,22.602000000000004
CLEARNOSE SKATE,2023,2,13.171419025553178,7.3,22.602000000000004
CLEARNOSE SKATE,2024,2,-2.239022817459812,7.3,22.602000000000004
"CRAB,RED DEEPSEA",1959,2,0,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1960,2,-24.6613313078105,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1961,2,-23.860490658441286,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1962,2,-38.990731628690845,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1963,2,36.493279793637385,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1964,2,69.71671425552313,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1965,2,37.829504381545135,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1966,2,28.164187385540288,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1967,2,14.987134768851455,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1968,2,-14.557584321976805,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1969,2,-60.865599273611195,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1970,2,31.85372511128849,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1971,2,31.023522525439972,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1972,2,34.15125950314001,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1973,2,20.324740688028974,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1974,2,64.73426211285948,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1975,2,56.90817063576344,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1976,2,82.92113788257359,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1977,2,17.4539099862548,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1978,2,6.625472541924054,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1979,2,9.726057000656091,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1980,2,2.3253695931506115,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1981,2,-15.539537512549046,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1982,2,-13.070591607487039,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1983,2,41.247190992650474,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1984,2,61.088061095584436,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1985,2,47.16558818515928,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1986,2,69.29871603398041,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1987,2,43.17489492374931,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1988,2,71.35283798376958,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1989,2,34.26273215921666,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1990,2,54.103141563612994,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1991,2,72.32923498924951,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1992,2,-31.2218932893461,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1993,2,52.5940727743361,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1994,2,75.19856395037085,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1995,2,75.88353093314075,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1996,2,82.49259507830178,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1997,2,77.39118744070419,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1998,2,78.94339986523522,5.507,10.213000000000001
"CRAB,RED DEEPSEA",1999,2,70.07469685164551,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2000,2,77.3720834995177,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2001,2,75.54542032755181,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2002,2,82.28812064766588,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2003,2,43.200160155890785,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2004,2,-0.22764714578360667,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2005,2,49.394343395001144,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2006,2,80.32018145438005,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2007,2,67.72646493569884,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2008,2,72.96961257934109,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2009,2,46.69267039676605,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2010,2,72.47916280550811,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2011,2,82.49401540133694,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2012,2,83.51546122198533,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2013,2,72.55404435109014,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2014,2,77.07805108530067,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2015,2,68.6927479998042,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2016,2,81.50142038195834,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2017,2,71.46994242815417,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2018,2,77.1096815557031,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2019,2,77.95142032523874,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2020,2,81.4809850073851,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2022,2,82.60862731429944,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2023,2,74.21419914718038,5.507,10.213000000000001
"CRAB,RED DEEPSEA",2024,2,80.99332346716257,5.507,10.213000000000001
HADDOCK,1959,2,0,4.62,11.3
HADDOCK,1960,2,-1.9839699858999325,4.62,11.3
HADDOCK,1961,2,-3.296254612991845,4.62,11.3
HADDOCK,1962,2,-7.793576291658525,4.62,11.3
HADDOCK,1963,2,3.320003586382086,4.62,11.3
HADDOCK,1964,2,3.0057732301241487,4.62,11.3
HADDOCK,1965,2,2.00805391810556,4.62,11.3
HADDOCK,1966,2,8.51153766184062,4.62,11.3
HADDOCK,1967,2,1.8831892691219991,4.62,11.3
HADDOCK,1968,2,-1.9862956011077344,4.62,11.3
HADDOCK,1969,2,-17.97511126980183,4.62,11.3
HADDOCK,1970,2,10.48813175876576,4.62,11.3
HADDOCK,1971,2,-3.5193266405713075,4.62,11.3
HADDOCK,1972,2,3.7184826525572134,4.62,11.3
HADDOCK,1973,2,-3.1013479953995144,4.62,11.3
HADDOCK,1974,2,1.3494470230796125,4.62,11.3
HADDOCK,1975,2,5.839171544279623,4.62,11.3
HADDOCK,1976,2,15.17637981127882,4.62,11.3
HADDOCK,1977,2,-5.518051721094096,4.62,11.3
HADDOCK,1978,2,-2.986731846506814,4.62,11.3
HADDOCK,1979,2,-1.771100830834257,4.62,11.3
HADDOCK,1980,2,1.1558247655797231,4.62,11.3
HADDOCK,1981,2,0.16808720114057962,4.62,11.3
HADDOCK,1982,2,-9.713801882047022,4.62,11.3
HADDOCK,1983,2,6.411644294977577,4.62,11.3
HADDOCK,1984,2,9.669809398633348,4.62,11.3
HADDOCK,1985,2,0.3948132068751491,4.62,11.3
HADDOCK,1986,2,-2.3107457094368584,4.62,11.3
HADDOCK,1987,2,-4.344252420713971,4.62,11.3
HADDOCK,1988,2,8.64719186553502,4.62,11.3
HADDOCK,1989,2,-4.267008647795478,4.62,11.3
HADDOCK,1990,2,8.9780864529869,4.62,11.3
HADDOCK,1991,2,5.345408880643092,4.62,11.3
HADDOCK,1992,2,-1.6260018133961438,4.62,11.3
HADDOCK,1993,2,-11.219688723764136,4.62,11.3
HADDOCK,1994,2,-6.325426350130236,4.62,11.3
HADDOCK,1995,2,2.3376256232068187,4.62,11.3
HADDOCK,1996,2,22.063419472786407,4.62,11.3
HADDOCK,1997,2,11.001625272108726,4.62,11.3
HADDOCK,1998,2,29.725228416457554,4.62,11.3
HADDOCK,1999,2,-3.5958299253287294,4.62,11.3
HADDOCK,2000,2,16.45431493282271,4.62,11.3
HADDOCK,2001,2,2.878779340035443,4.62,11.3
HADDOCK,2002,2,11.213705745864651,4.62,11.3
HADDOCK,2003,2,-2.4003651442766625,4.62,11.3
HADDOCK,2004,2,-6.21545537924667,4.62,11.3
HADDOCK,2005,2,-6.443294330080164,4.62,11.3
HADDOCK,2006,2,7.572026096421986,4.62,11.3
HADDOCK,2007,2,22.74979423602177,4.62,11.3
HADDOCK,2008,2,19.376273215242065,4.62,11.3
HADDOCK,2009,2,-8.695308405289012,4.62,11.3
HADDOCK,2010,2,7.6867912129015465,4.62,11.3
HADDOCK,2011,2,10.525364726819213,4.62,11.3
HADDOCK,2012,2,3.110682377108837,4.62,11.3
HADDOCK,2013,2,5.644447571343079,4.62,11.3
HADDOCK,2014,2,-6.565949445507151,4.62,11.3
HADDOCK,2015,2,-6.314129438674861,4.62,11.3
HADDOCK,2016,2,0.35849681032223657,4.62,11.3
HADDOCK,2017,2,3.7043355456345424,4.62,11.3
HADDOCK,2018,2,10.803400506173482,4.62,11.3
HADDOCK,2019,2,3.000584165817088,4.62,11.3
HADDOCK,2020,2,10.365662099793973,4.62,11.3
HADDOCK,2022,2,1.6344253540558782,4.62,11.3
HADDOCK,2023,2,20.087801897141986,4.62,11.3
HADDOCK,2024,2,19.268297253261082,4.62,11.3
LITTLE SKATE,1959,2,0,4.36,15.672000000000008
LITTLE SKATE,1960,2,-3.133909116376188,4.36,15.672000000000008
LITTLE SKATE,1961,2,-5.166956972444865,4.36,15.672000000000008
LITTLE SKATE,1962,2,-0.31054944813689644,4.36,15.672000000000008
LITTLE SKATE,1963,2,-1.1424759249792373,4.36,15.672000000000008
LITTLE SKATE,1964,2,-1.3638506698192003,4.36,15.672000000000008
LITTLE SKATE,1965,2,-9.112198935648266,4.36,15.672000000000008
LITTLE SKATE,1966,2,-2.844412225630691,4.36,15.672000000000008
LITTLE SKATE,1967,2,-5.58046811094772,4.36,15.672000000000008
LITTLE SKATE,1968,2,-8.491397703500354,4.36,15.672000000000008
LITTLE SKATE,1969,2,-3.3391578686171073,4.36,15.672000000000008
LITTLE SKATE,1970,2,4.909960006964425,4.36,15.672000000000008
LITTLE SKATE,1971,2,0.7212674848171474,4.36,15.672000000000008
LITTLE SKATE,1972,2,8.086833052424353,4.36,15.672000000000008
LITTLE SKATE,1973,2,6.279992129923087,4.36,15.672000000000008
LITTLE SKATE,1974,2,14.536734931171623,4.36,15.672000000000008
LITTLE SKATE,1975,2,7.8948219877404,4.36,15.672000000000008
LITTLE SKATE,1976,2,19.944269279021725,4.36,15.672000000000008
LITTLE SKATE,1977,2,-0.01723630208009297,4.36,15.672000000000008
LITTLE SKATE,1978,2,-0.5083923339788896,4.36,15.672000000000008
LITTLE SKATE,1979,2,-2.074958109375814,4.36,15.672000000000008
LITTLE SKATE,1980,2,1.5421639131811276,4.36,15.672000000000008
LITTLE SKATE,1981,2,3.2178338645802995,4.36,15.672000000000008
LITTLE SKATE,1982,2,-2.2012367444560255,4.36,15.672000000000008
LITTLE SKATE,1983,2,6.345925721719823,4.36,15.672000000000008
LITTLE SKATE,1984,2,7.909877178595195,4.36,15.672000000000008
LITTLE SKATE,1985,2,4.309820217730575,4.36,15.672000000000008
LITTLE SKATE,1986,2,6.034662888379671,4.36,15.672000000000008
LITTLE SKATE,1987,2,-2.744966426148821,4.36,15.672000000000008
LITTLE SKATE,1988,2,3.9211451304224028,4.36,15.672000000000008
LITTLE SKATE,1989,2,1.627095636614186,4.36,15.672000000000008
LITTLE SKATE,1990,2,10.252915363815177,4.36,15.672000000000008
LITTLE SKATE,1991,2,13.119722074943013,4.36,15.672000000000008
LITTLE SKATE,1992,2,4.453200450564609,4.36,15.672000000000008
LITTLE SKATE,1993,2,-4.896556264645412,4.36,15.672000000000008
LITTLE SKATE,1994,2,1.922976570332338,4.36,15.672000000000008
LITTLE SKATE,1995,2,6.680230983681241,4.36,15.672000000000008
LITTLE SKATE,1996,2,3.876328578288067,4.36,15.672000000000008
LITTLE SKATE,1997,2,13.795706431269608,4.36,15.672000000000008
LITTLE SKATE,1998,2,16.136241983122304,4.36,15.672000000000008
LITTLE SKATE,1999,2,4.84652536952423,4.36,15.672000000000008
LITTLE SKATE,2000,2,17.237061491427028,4.36,15.672000000000008
LITTLE SKATE,2001,2,7.494069540371058,4.36,15.672000000000008
LITTLE SKATE,2002,2,13.6798804660002,4.36,15.672000000000008
LITTLE SKATE,2003,2,-0.38726866977067687,4.36,15.672000000000008
LITTLE SKATE,2004,2,-11.672844969563556,4.36,15.672000000000008
LITTLE SKATE,2005,2,-5.413405813835112,4.36,15.672000000000008
LITTLE SKATE,2006,2,14.17422470302526,4.36,15.672000000000008
LITTLE SKATE,2007,2,7.167540288004346,4.36,15.672000000000008
LITTLE SKATE,2008,2,12.933540264266753,4.36,15.672000000000008
LITTLE SKATE,2009,2,1.5552192744560216,4.36,15.672000000000008
LITTLE SKATE,2010,2,12.679356868646423,4.36,15.672000000000008
LITTLE SKATE,2011,2,7.333858186125326,4.36,15.672000000000008
LITTLE SKATE,2012,2,9.673110806377494,4.36,15.672000000000008
LITTLE SKATE,2013,2,10.497900214736958,4.36,15.672000000000008
LITTLE SKATE,2014,2,-10.32602949085799,4.36,15.672000000000008
LITTLE SKATE,2015,2,-13.71541250955697,4.36,15.672000000000008
LITTLE SKATE,2016,2,5.4557743081821,4.36,15.672000000000008
LITTLE SKATE,2017,2,6.069833789818574,4.36,15.672000000000008
LITTLE SKATE,2018,2,12.3920005986526,4.36,15.672000000000008
LITTLE SKATE,2019,2,-6.8042760763553645,4.36,15.672000000000008
LITTLE SKATE,2020,2,11.051136534370087,4.36,15.672000000000008
LITTLE SKATE,2022,2,2.884292689430481,4.36,15.672000000000008
LITTLE SKATE,2023,2,8.075428962282118,4.36,15.672000000000008
LITTLE SKATE,2024,2,1.332382322828252,4.36,15.672000000000008
OCEAN POUT,1959,2,0,3.9,10.700000000000001
OCEAN POUT,1960,2,-1.6792754196949176,3.9,10.700000000000001
OCEAN POUT,1961,2,0.5156726875888893,3.9,10.700000000000001
OCEAN POUT,1962,2,-7.936767017023854,3.9,10.700000000000001
OCEAN POUT,1963,2,-2.773863634738504,3.9,10.700000000000001
OCEAN POUT,1964,2,3.1918226593513452,3.9,10.700000000000001
OCEAN POUT,1965,2,-1.3957158059351116,3.9,10.700000000000001
OCEAN POUT,1966,2,8.099536080034994,3.9,10.700000000000001
OCEAN POUT,1967,2,0.4055014204990215,3.9,10.700000000000001
OCEAN POUT,1968,2,-1.684955491476913,3.9,10.700000000000001
OCEAN POUT,1969,2,-16.7108429435904,3.9,10.700000000000001
OCEAN POUT,1970,2,5.110719280603959,3.9,10.700000000000001
OCEAN POUT,1971,2,-5.333019900920689,3.9,10.700000000000001
OCEAN POUT,1972,2,-5.700158657628457,3.9,10.700000000000001
OCEAN POUT,1973,2,-7.737521576821592,3.9,10.700000000000001
OCEAN POUT,1974,2,-14.440438137492393,3.9,10.700000000000001
OCEAN POUT,1975,2,-6.435614899885863,3.9,10.700000000000001
OCEAN POUT,1976,2,-5.200453282924919,3.9,10.700000000000001
OCEAN POUT,1977,2,-13.88195588183828,3.9,10.700000000000001
OCEAN POUT,1978,2,-12.053635487289313,3.9,10.700000000000001
OCEAN POUT,1979,2,-4.606186356776689,3.9,10.700000000000001
OCEAN POUT,1980,2,-6.779006344497489,3.9,10.700000000000001
OCEAN POUT,1981,2,-3.163624298635199,3.9,10.700000000000001
OCEAN POUT,1982,2,-10.833043260059853,3.9,10.700000000000001
OCEAN POUT,1983,2,-5.46347673889683,3.9,10.700000000000001
OCEAN POUT,1984,2,2.73544555514961,3.9,10.700000000000001
OCEAN POUT,1985,2,-12.625331117593497,3.9,10.700000000000001
OCEAN POUT,1986,2,-17.01666652417638,3.9,10.700000000000001
OCEAN POUT,1987,2,-11.252360512441996,3.9,10.700000000000001
OCEAN POUT,1988,2,-0.9240762635429576,3.9,10.700000000000001
OCEAN POUT,1989,2,-13.312454452951656,3.9,10.700000000000001
OCEAN POUT,1990,2,-4.3296153610392025,3.9,10.700000000000001
OCEAN POUT,1991,2,-12.832572539596889,3.9,10.700000000000001
OCEAN POUT,1992,2,-6.0776986602718495,3.9,10.700000000000001
OCEAN POUT,1993,2,-14.38478454429675,3.9,10.700000000000001
OCEAN POUT,1994,2,-17.038138790657847,3.9,10.700000000000001
OCEAN POUT,1995,2,-10.481210952249434,3.9,10.700000000000001
OCEAN POUT,1996,2,20.145861917633496,3.9,10.700000000000001
OCEAN POUT,1997,2,-0.14665201966205643,3.9,10.700000000000001
OCEAN POUT,1998,2,21.871833721792868,3.9,10.700000000000001
OCEAN POUT,1999,2,-16.952459563227876,3.9,10.700000000000001
OCEAN POUT,2000,2,-4.790117840409245,3.9,10.700000000000001
OCEAN POUT,2001,2,-8.127275926318426,3.9,10.700000000000001
OCEAN POUT,2002,2,-7.299617980305506,3.9,10.700000000000001
OCEAN POUT,2003,2,-7.363657878293026,3.9,10.700000000000001
OCEAN POUT,2004,2,-1.9587687254944228,3.9,10.700000000000001
OCEAN POUT,2005,2,-6.000798455063389,3.9,10.700000000000001
OCEAN POUT,2006,2,-8.197328379539137,3.9,10.700000000000001
OCEAN POUT,2007,2,22.082431659827606,3.9,10.700000000000001
OCEAN POUT,2008,2,5.856099694038193,3.9,10.700000000000001
OCEAN POUT,2009,2,-14.657858018113401,3.9,10.700000000000001
OCEAN POUT,2010,2,-6.868482303563908,3.9,10.700000000000001
OCEAN POUT,2011,2,-0.8353555583907877,3.9,10.700000000000001
OCEAN POUT,2012,2,-20.369980137761196,3.9,10.700000000000001
OCEAN POUT,2013,2,-14.361483659496521,3.9,10.700000000000001
OCEAN POUT,2014,2,-18.865517800889045,3.9,10.700000000000001
OCEAN POUT,2015,2,-18.632166463066724,3.9,10.700000000000001
OCEAN POUT,2016,2,-18.763039428108385,3.9,10.700000000000001
OCEAN POUT,2017,2,-9.520121022857232,3.9,10.700000000000001
OCEAN POUT,2018,2,-4.047947805377447,3.9,10.700000000000001
OCEAN POUT,2019,2,-11.70892229593796,3.9,10.700000000000001
OCEAN POUT,2020,2,-12.078550251017354,3.9,10.700000000000001
OCEAN POUT,2022,2,-20.892022250130594,3.9,10.700000000000001
OCEAN POUT,2023,2,-2.335600112724933,3.9,10.700000000000001
OCEAN POUT,2024,2,9.151023463907435,3.9,10.700000000000001
OFFSHORE HAKE,1959,2,0,7.372000000000001,13
OFFSHORE HAKE,1960,2,-2.4128386822643826,7.372000000000001,13
OFFSHORE HAKE,1961,2,-2.9101482077794785,7.372000000000001,13
OFFSHORE HAKE,1962,2,0.4567670838498259,7.372000000000001,13
OFFSHORE HAKE,1963,2,11.461674231415273,7.372000000000001,13
OFFSHORE HAKE,1964,2,10.798577838600963,7.372000000000001,13
OFFSHORE HAKE,1965,2,1.674347897796558,7.372000000000001,13
OFFSHORE HAKE,1966,2,1.7581561380325148,7.372000000000001,13
OFFSHORE HAKE,1967,2,6.07799440998858,7.372000000000001,13
OFFSHORE HAKE,1968,2,6.319535360268606,7.372000000000001,13
OFFSHORE HAKE,1969,2,-2.2310215574738166,7.372000000000001,13
OFFSHORE HAKE,1970,2,8.791614514347227,7.372000000000001,13
OFFSHORE HAKE,1971,2,8.550901741137622,7.372000000000001,13
OFFSHORE HAKE,1972,2,-1.5888628576790538,7.372000000000001,13
OFFSHORE HAKE,1973,2,-0.17688937745372613,7.372000000000001,13
OFFSHORE HAKE,1974,2,6.2716385242457875,7.372000000000001,13
OFFSHORE HAKE,1975,2,12.096975271185471,7.372000000000001,13
OFFSHORE HAKE,1976,2,32.928895776427595,7.372000000000001,13
OFFSHORE HAKE,1977,2,1.582376262609678,7.372000000000001,13
OFFSHORE HAKE,1978,2,-3.8469828092851905,7.372000000000001,13
OFFSHORE HAKE,1979,2,7.440187934978976,7.372000000000001,13
OFFSHORE HAKE,1980,2,12.476461969481257,7.372000000000001,13
OFFSHORE HAKE,1981,2,13.99160721736002,7.372000000000001,13
OFFSHORE HAKE,1982,2,-6.475078228599699,7.372000000000001,13
OFFSHORE HAKE,1983,2,-7.365147316719355,7.372000000000001,13
OFFSHORE HAKE,1984,2,20.484604495840415,7.372000000000001,13
OFFSHORE HAKE,1985,2,-3.0045049483030795,7.372000000000001,13
OFFSHORE HAKE,1986,2,-23.517925576229025,7.372000000000001,13
OFFSHORE HAKE,1987,2,-12.770417732849438,7.372000000000001,13
OFFSHORE HAKE,1988,2,-1.4351194834648844,7.372000000000001,13
OFFSHORE HAKE,1989,2,0.061920652917343943,7.372000000000001,13
OFFSHORE HAKE,1990,2,6.957931027298692,7.372000000000001,13
OFFSHORE HAKE,1991,2,-4.063834453541347,7.372000000000001,13
OFFSHORE HAKE,1992,2,5.424159770316994,7.372000000000001,13
OFFSHORE HAKE,1993,2,12.660972089469233,7.372000000000001,13
OFFSHORE HAKE,1994,2,19.880603908647053,7.372000000000001,13
OFFSHORE HAKE,1995,2,36.07079771975076,7.372000000000001,13
OFFSHORE HAKE,1996,2,52.81511895054798,7.372000000000001,13
OFFSHORE HAKE,1997,2,27.207821552675206,7.372000000000001,13
OFFSHORE HAKE,1998,2,11.21952523794338,7.372000000000001,13
OFFSHORE HAKE,1999,2,-21.12862972601765,7.372000000000001,13
OFFSHORE HAKE,2000,2,17.37382019858545,7.372000000000001,13
OFFSHORE HAKE,2001,2,3.0544018189394038,7.372000000000001,13
OFFSHORE HAKE,2002,2,5.34976104525667,7.372000000000001,13
OFFSHORE HAKE,2003,2,19.42940821320913,7.372000000000001,13
OFFSHORE HAKE,2004,2,3.251581586353865,7.372000000000001,13
OFFSHORE HAKE,2005,2,-0.15432603295614555,7.372000000000001,13
OFFSHORE HAKE,2006,2,16.31587536562006,7.372000000000001,13
OFFSHORE HAKE,2007,2,17.841561256155785,7.372000000000001,13
OFFSHORE HAKE,2008,2,-8.039565873753514,7.372000000000001,13
OFFSHORE HAKE,2009,2,-27.767547596787768,7.372000000000001,13
OFFSHORE HAKE,2010,2,14.323795789519991,7.372000000000001,13
OFFSHORE HAKE,2011,2,43.72673884446118,7.372000000000001,13
OFFSHORE HAKE,2012,2,41.96014724729615,7.372000000000001,13
OFFSHORE HAKE,2013,2,32.58575590899726,7.372000000000001,13
OFFSHORE HAKE,2014,2,26.03172958161438,7.372000000000001,13
OFFSHORE HAKE,2015,2,1.4549690984568997,7.372000000000001,13
OFFSHORE HAKE,2016,2,31.44427699630782,7.372000000000001,13
OFFSHORE HAKE,2017,2,38.42708212060842,7.372000000000001,13
OFFSHORE HAKE,2018,2,34.04974694058588,7.372000000000001,13
OFFSHORE HAKE,2019,2,10.4279166396041,7.372000000000001,13
OFFSHORE HAKE,2020,2,49.797394660672765,7.372000000000001,13
OFFSHORE HAKE,2022,2,29.901310786986564,7.372000000000001,13
OFFSHORE HAKE,2023,2,38.20840646077809,7.372000000000001,13
OFFSHORE HAKE,2024,2,34.022944676606826,7.372000000000001,13
POLLOCK,1959,2,0,4.48,9.8
POLLOCK,1960,2,2.315232034283653,4.48,9.8
POLLOCK,1961,2,-3.2351934316437934,4.48,9.8
POLLOCK,1962,2,-4.938871891611939,4.48,9.8
POLLOCK,1963,2,9.738399861345684,4.48,9.8
POLLOCK,1964,2,5.61695175261525,4.48,9.8
POLLOCK,1965,2,-6.543733838905098,4.48,9.8
POLLOCK,1966,2,1.733332404496963,4.48,9.8
POLLOCK,1967,2,-5.432108628160648,4.48,9.8
POLLOCK,1968,2,-9.632610211451748,4.48,9.8
POLLOCK,1969,2,-11.340847405078406,4.48,9.8
POLLOCK,1970,2,4.166976316688448,4.48,9.8
POLLOCK,1971,2,1.2931073775906015,4.48,9.8
POLLOCK,1972,2,7.8768045510155815,4.48,9.8
POLLOCK,1973,2,4.173561344477434,4.48,9.8
POLLOCK,1974,2,-2.0166800996507703,4.48,9.8
POLLOCK,1975,2,7.215156928427248,4.48,9.8
POLLOCK,1976,2,1.0729839475287832,4.48,9.8
POLLOCK,1977,2,0.5399190845840707,4.48,9.8
POLLOCK,1978,2,-0.9174678810173731,4.48,9.8
POLLOCK,1979,2,-3.8087389016737347,4.48,9.8
POLLOCK,1980,2,-7.017630714073022,4.48,9.8
POLLOCK,1981,2,-1.480956407136361,4.48,9.8
POLLOCK,1982,2,0.09983930767555194,4.48,9.8
POLLOCK,1983,2,9.119893761725706,4.48,9.8
POLLOCK,1984,2,7.8159079257823265,4.48,9.8
POLLOCK,1985,2,1.1496430810420293,4.48,9.8
POLLOCK,1986,2,7.871699554777294,4.48,9.8
POLLOCK,1987,2,-3.1294810297466853,4.48,9.8
POLLOCK,1988,2,8.479234291040399,4.48,9.8
POLLOCK,1989,2,-4.676078893434692,4.48,9.8
POLLOCK,1990,2,4.99714355397748,4.48,9.8
POLLOCK,1991,2,1.500417948611826,4.48,9.8
POLLOCK,1992,2,-1.6801443662351403,4.48,9.8
POLLOCK,1993,2,-10.050165080748897,4.48,9.8
POLLOCK,1994,2,5.82569624696778,4.48,9.8
POLLOCK,1995,2,12.271721496009718,4.48,9.8
POLLOCK,1996,2,14.634554489665717,4.48,9.8
